Name of Student,GENERAL_APPEARANCE,MANNER_OF_SPEAKING,PHYSICAL_CONDITION,MENTAL_ALERTNESS,SELF_CONFIDENCE,ABILITY_TO_PRESENT IDEAS,COMMUNICATION_SKILLS,Student_Performance_Rating,CLASS
Student 1558,4,4,4,4,1,3,3,5,LessEmployable
Student 1559,5,4,4,4,3,4,3,5,LessEmployable
Student 1560,2,4,4,4,3,4,4,5,LessEmployable
Student 1561,5,5,4,4,2,4,4,5,LessEmployable
Student 1562,2,5,4,5,1,5,5,5,Employable
Student 1563,5,4,4,4,2,4,4,5,Employable
Student 1564,5,4,4,4,3,4,3,4,LessEmployable
Student 1565,1,4,4,4,2,4,3,3,LessEmployable
Student 1566,4,5,4,4,3,4,5,3,LessEmployable
Student 1567,2,4,4,4,4,4,3,5,Employable
Student 1568,2,4,4,4,4,4,3,5,Employable
Student 1569,5,5,4,4,3,4,4,5,Employable
Student 1570,5,3,4,4,2,3,3,4,Employable
Student 1571,2,4,3,3,5,4,4,5,LessEmployable
Student 1572,2,5,5,5,3,5,5,5,Employable
Student 1573,3,4,5,5,4,5,4,5,Employable
Student 1574,3,4,5,5,4,5,4,5,Employable
Student 1575,2,3,5,4,2,3,3,5,Employable
Student 1576,4,4,5,5,2,4,4,4,Employable
Student 1577,3,3,5,4,2,4,3,4,LessEmployable
Student 1578,4,5,5,5,5,4,3,4,Employable
Student 1579,2,5,5,5,4,5,3,5,Employable
Student 1580,5,4,4,4,1,4,4,5,LessEmployable
Student 1581,4,3,4,4,4,3,3,5,LessEmployable
Student 1582,4,4,4,4,5,4,3,5,LessEmployable
Student 1583,4,4,5,4,4,4,3,5,LessEmployable
Student 1584,2,3,5,4,2,5,3,5,Employable
Student 1585,5,3,3,3,2,3,2,5,Employable
Student 1586,4,3,4,3,3,3,4,4,Employable
Student 1587,4,3,4,4,4,3,3,3,Employable
Student 1588,2,3,3,2,3,2,3,4,Employable
Student 1589,3,5,5,5,2,5,4,5,LessEmployable
Student 1590,2,3,4,3,3,3,4,5,LessEmployable
Student 1591,2,3,4,4,4,3,3,4,LessEmployable
Student 1592,3,3,4,4,5,3,3,5,Employable
Student 1593,3,4,4,4,3,3,3,5,Employable
Student 1594,4,4,5,5,2,5,5,5,LessEmployable
Student 1595,2,5,5,5,1,4,5,5,Employable
Student 1596,4,5,5,5,2,4,5,5,Employable
Student 1597,3,4,3,4,3,4,4,5,LessEmployable
Student 1598,3,3,4,4,4,3,3,4,LessEmployable
Student 1599,3,3,4,4,4,4,4,5,LessEmployable
Student 1600,5,3,4,4,3,4,4,5,LessEmployable
Student 1601,5,4,4,4,3,4,5,5,LessEmployable
Student 1602,4,3,3,3,3,3,3,3,Employable
Student 1603,4,3,4,3,3,3,3,3,Employable
Student 1604,3,4,3,4,1,4,3,5,Employable
Student 1605,4,4,4,3,3,4,3,4,LessEmployable
Student 1606,4,4,4,3,2,4,4,4,LessEmployable
Student 1607,3,3,2,4,5,4,3,5,LessEmployable
Student 1608,2,5,5,4,4,4,5,5,LessEmployable
Student 1609,5,2,4,4,4,3,3,5,LessEmployable
Student 1610,3,5,5,5,1,5,5,5,LessEmployable
Student 1611,3,3,3,4,1,3,3,3,Employable
Student 1612,5,4,3,3,4,3,2,3,LessEmployable
Student 1613,3,5,5,5,1,4,5,5,Employable
Student 1614,1,5,5,5,2,5,5,3,LessEmployable
Student 1615,5,5,5,3,2,5,3,5,LessEmployable
Student 1616,3,5,3,5,3,5,3,5,Employable
Student 1617,3,5,5,3,2,5,3,5,Employable
Student 1618,5,3,3,3,2,3,3,5,Employable
Student 1619,1,3,4,4,4,3,3,5,Employable
Student 1620,2,3,4,2,4,2,2,5,LessEmployable
Student 1621,3,2,3,3,2,3,3,5,LessEmployable
Student 1622,3,5,4,5,4,5,4,5,LessEmployable
Student 1623,3,4,3,4,5,4,3,5,Employable
Student 1624,3,3,3,3,4,3,3,5,Employable
Student 1625,4,4,4,4,5,4,4,5,Employable
Student 1626,5,4,4,4,3,4,4,4,Employable
Student 1627,2,4,4,4,5,3,3,5,LessEmployable
Student 1628,2,4,5,5,5,5,4,5,LessEmployable
Student 1629,2,4,3,3,5,3,3,5,LessEmployable
Student 1630,2,3,3,3,5,3,3,5,Employable
Student 1631,2,5,4,4,3,4,4,5,LessEmployable
Student 1632,2,4,4,4,5,4,4,5,Employable
Student 1633,4,5,4,5,2,4,5,4,Employable
Student 1634,4,4,4,4,2,5,5,3,Employable
Student 1635,3,3,3,4,3,3,3,5,LessEmployable
Student 1636,4,5,5,5,1,4,4,5,Employable
Student 1637,2,4,4,3,2,4,3,5,Employable
Student 1638,5,4,4,3,3,4,3,5,Employable
Student 1639,4,5,4,5,4,5,5,5,Employable
Student 1640,3,4,4,4,1,4,3,5,Employable
Student 1641,4,3,3,3,3,3,2,5,LessEmployable
Student 1642,4,3,3,2,2,3,3,5,LessEmployable
Student 1643,5,4,3,3,5,4,3,5,Employable
Student 1644,1,4,3,3,2,3,3,5,Employable
Student 1645,2,4,4,3,2,3,3,3,Employable
Student 1646,4,3,3,4,2,3,3,5,Employable
Student 1647,5,4,4,4,5,4,4,5,Employable
Student 1648,5,4,3,4,1,4,4,5,Employable
Student 1649,4,5,5,5,5,5,4,5,LessEmployable
Student 1650,3,4,4,4,4,4,4,5,Employable
Student 1651,3,3,3,2,3,3,2,5,LessEmployable
Student 1652,4,3,3,3,5,2,2,4,LessEmployable
Student 1653,2,4,3,4,5,4,3,5,LessEmployable
Student 1654,3,3,3,3,2,3,3,4,LessEmployable
Student 1655,3,3,3,3,1,3,3,4,LessEmployable
Student 1656,2,4,4,4,4,4,4,5,LessEmployable
Student 1657,4,4,4,5,1,4,4,5,LessEmployable
Student 1664,3,5,4,4,4,5,4,3,Employable
Student 1665,4,4,4,4,2,3,3,3,LessEmployable
Student 1666,2,5,5,5,5,4,4,3,Employable
Student 1667,5,4,4,4,2,5,4,5,Employable
Student 1668,3,5,5,5,4,5,4,5,Employable
Student 1669,5,3,4,4,5,4,3,5,LessEmployable
Student 1670,2,3,4,4,1,3,3,3,LessEmployable
Student 1671,2,5,4,5,5,4,4,5,LessEmployable
Student 1672,3,4,4,5,2,4,3,5,LessEmployable
Student 1673,3,4,5,5,2,5,5,5,Employable
Student 1674,4,3,3,4,3,3,3,3,Employable
Student 1675,1,5,5,5,2,5,4,5,Employable
Student 1676,3,5,4,5,4,5,5,5,Employable
Student 1677,4,4,3,3,1,4,4,3,LessEmployable
Student 1678,4,5,5,5,4,4,4,5,Employable
Student 1679,4,5,5,5,1,4,4,5,Employable
Student 1680,1,4,5,5,2,4,4,3,Employable
Student 1681,2,4,5,5,3,4,4,5,Employable
Student 1682,3,3,4,3,4,3,3,5,LessEmployable
Student 1683,1,4,5,5,3,4,4,5,LessEmployable
Student 1684,3,3,4,4,3,4,3,5,LessEmployable
Student 1685,1,3,3,3,3,3,3,3,LessEmployable
Student 1686,1,4,5,5,2,4,4,5,Employable
Student 1687,3,5,5,5,5,4,4,3,Employable
Student 1688,3,4,5,5,3,4,4,5,Employable
Student 1689,3,5,5,5,3,5,4,5,Employable
Student 1690,3,4,5,5,5,4,4,5,Employable
Student 1691,1,5,5,5,1,5,4,5,Employable
Student 1692,2,4,5,5,5,4,4,3,Employable
Student 1693,3,3,4,4,2,4,3,5,LessEmployable
Student 1694,2,4,4,4,4,4,4,5,LessEmployable
Student 1696,2,5,4,4,4,5,4,5,Employable
Student 1697,2,3,3,3,3,3,3,5,Employable
Student 1698,3,4,4,4,5,4,4,5,LessEmployable
Student 1699,2,3,3,4,2,3,3,5,Employable
Student 1700,3,4,4,3,3,4,3,5,Employable
Student 1701,2,4,4,3,5,4,3,4,LessEmployable
Student 1702,1,4,4,4,5,4,3,4,Employable
Student 1703,2,3,3,4,4,4,3,5,Employable
Student 1704,5,5,3,5,1,4,3,5,Employable
Student 1705,3,4,4,4,2,4,3,5,Employable
Student 1706,4,5,5,5,2,5,5,5,Employable
Student 1707,3,4,4,4,1,4,4,4,Employable
Student 1708,4,3,3,3,3,3,3,5,Employable
Student 1709,1,4,3,4,2,4,3,5,Employable
Student 1710,3,4,4,4,1,4,4,5,LessEmployable
Student 1711,3,3,3,3,5,3,4,5,LessEmployable
Student 1712,4,4,4,4,4,4,3,4,Employable
Student 1713,2,4,4,4,2,4,3,5,Employable
Student 1714,4,4,4,4,4,4,4,5,Employable
Student 1715,1,4,4,3,2,4,4,5,Employable
Student 1716,2,4,4,3,2,4,3,5,LessEmployable
Student 1717,3,3,2,3,2,2,3,5,Employable
Student 1718,1,3,4,3,3,3,3,4,Employable
Student 1719,2,4,3,4,4,4,3,5,LessEmployable
Student 1720,1,4,4,4,3,3,3,5,Employable
Student 1721,1,3,3,4,1,3,3,4,LessEmployable
Student 1722,3,3,3,3,1,3,2,5,Employable
Student 1723,1,4,4,4,4,4,4,5,Employable
Student 1724,4,5,4,5,2,4,4,5,Employable
Student 1725,1,4,4,3,2,4,3,5,LessEmployable
Student 1726,4,4,4,4,2,4,4,5,Employable
Student 1727,3,5,5,5,4,5,4,5,Employable
Student 1728,2,3,3,3,3,2,2,4,Employable
Student 1729,5,4,4,4,2,4,3,5,LessEmployable
Student 1730,2,4,4,4,4,4,4,5,LessEmployable
Student 1731,4,3,3,3,2,3,2,5,Employable
Student 1732,4,4,4,4,1,4,4,4,Employable
Student 1733,4,3,3,3,2,3,3,5,LessEmployable
Student 1734,2,3,4,3,3,3,3,5,Employable
Student 1735,3,3,4,3,4,3,2,5,Employable
Student 1736,3,2,3,3,2,3,3,5,LessEmployable
Student 1737,5,4,3,4,4,4,3,4,LessEmployable
Student 1738,5,4,4,3,3,4,3,5,Employable
Student 1739,4,4,5,4,3,4,4,5,LessEmployable
Student 1740,4,4,4,4,3,3,3,5,LessEmployable
Student 1741,1,4,4,4,4,4,3,5,LessEmployable
Student 1742,5,4,4,4,3,4,4,5,LessEmployable
Student 1743,3,5,4,4,1,4,4,5,LessEmployable
Student 1744,4,5,4,5,2,5,5,5,Employable
Student 1745,5,4,4,4,3,4,4,5,Employable
Student 1746,2,4,4,4,5,4,3,4,LessEmployable
Student 1747,4,4,4,4,5,4,3,3,LessEmployable
Student 1748,3,5,4,4,3,4,5,3,LessEmployable
Student 1749,4,4,4,4,5,4,3,5,Employable
Student 1750,3,4,4,4,2,4,3,5,Employable
Student 1751,4,5,4,4,2,4,4,5,Employable
Student 1752,3,3,4,4,2,3,3,4,Employable
Student 1753,3,4,3,3,2,4,4,5,LessEmployable
Student 1754,5,5,5,5,2,5,5,5,Employable
Student 1755,1,4,5,5,4,5,4,5,Employable
Student 1756,2,4,5,5,2,5,4,5,Employable
Student 1757,1,3,5,4,3,3,3,5,Employable
Student 1758,5,4,5,5,3,4,4,4,Employable
Student 1759,2,3,5,4,4,4,3,4,LessEmployable
Student 1760,4,5,5,5,4,4,3,4,Employable
Student 1761,2,5,5,5,4,5,3,5,Employable
Student 1762,5,4,4,4,3,4,4,5,LessEmployable
Student 1763,3,3,4,4,3,3,3,5,LessEmployable
Student 1764,1,4,4,4,2,4,3,5,LessEmployable
Student 1765,3,4,5,4,4,4,3,5,LessEmployable
Student 1766,1,3,5,4,5,5,3,5,Employable
Student 1767,3,3,3,3,2,3,2,5,Employable
Student 1768,2,3,4,3,1,3,4,4,Employable
Student 1769,5,3,4,4,1,3,3,3,Employable
Student 1770,2,3,3,2,2,2,3,4,Employable
Student 1771,4,5,5,5,2,5,4,5,LessEmployable
Student 1772,5,3,4,3,2,3,4,5,LessEmployable
Student 1773,1,3,4,4,1,3,3,4,LessEmployable
Student 1774,2,3,4,4,3,3,3,5,Employable
Student 1775,4,4,4,4,2,3,3,5,Employable
Student 1776,4,4,5,5,3,5,5,5,LessEmployable
Student 1777,1,5,5,5,5,4,5,5,Employable
Student 1778,3,5,5,5,4,4,5,5,Employable
Student 1779,3,4,3,4,4,4,4,5,LessEmployable
Student 1780,4,3,4,4,5,3,3,4,LessEmployable
Student 1781,4,3,4,4,2,4,4,5,LessEmployable
Student 1782,3,3,4,4,3,4,4,5,LessEmployable
Student 1783,3,4,4,4,3,4,5,5,LessEmployable
Student 1784,1,3,3,3,4,3,3,3,Employable
Student 1785,1,3,4,3,2,3,3,3,Employable
Student 1786,1,4,3,4,3,4,3,5,Employable
Student 1787,2,4,4,3,4,4,3,4,LessEmployable
Student 1788,4,4,4,3,3,4,4,4,LessEmployable
Student 1789,1,3,2,4,1,4,3,5,LessEmployable
Student 1790,3,5,5,4,4,4,5,5,LessEmployable
Student 1791,5,2,4,4,3,3,3,5,LessEmployable
Student 1792,4,5,5,5,4,5,5,5,LessEmployable
Student 1793,4,3,3,4,2,3,3,3,Employable
Student 1794,2,4,3,3,4,3,2,3,LessEmployable
Student 1795,4,5,5,5,2,4,5,5,Employable
Student 1796,4,5,5,5,3,5,5,3,LessEmployable
Student 1797,2,5,5,3,4,5,3,5,LessEmployable
Student 1798,4,5,3,5,4,5,3,5,Employable
Student 1799,3,5,5,3,4,5,3,5,Employable
Student 1800,4,3,3,3,2,3,3,5,Employable
Student 1801,3,3,4,4,3,3,3,5,Employable
Student 1802,4,3,4,2,5,2,2,5,LessEmployable
Student 1803,3,2,3,3,4,3,3,5,LessEmployable
Student 1804,3,5,4,5,4,5,4,5,LessEmployable
Student 1805,4,4,3,4,1,4,3,5,Employable
Student 1806,2,3,3,3,4,3,3,5,Employable
Student 1807,4,4,4,4,4,4,4,5,Employable
Student 1808,4,4,4,4,2,4,4,4,Employable
Student 1809,5,4,4,4,5,3,3,5,LessEmployable
Student 1810,2,4,5,5,3,5,4,5,LessEmployable
Student 1811,2,4,3,3,4,3,3,5,LessEmployable
Student 1812,3,3,3,3,4,3,3,5,Employable
Student 1813,5,5,4,4,2,4,4,5,LessEmployable
Student 1814,2,4,4,4,3,4,4,5,Employable
Student 1815,5,5,4,5,1,4,5,4,Employable
Student 1816,2,4,4,4,3,5,5,3,Employable
Student 1817,4,3,3,4,4,3,3,5,LessEmployable
Student 1818,5,5,5,5,1,4,4,5,Employable
Student 1819,4,4,4,3,3,4,3,5,Employable
Student 1820,2,4,4,3,2,4,3,5,Employable
Student 1821,2,5,4,5,3,5,5,5,Employable
Student 1822,5,4,4,4,3,4,3,5,Employable
Student 1823,3,3,3,3,1,3,2,5,LessEmployable
Student 1824,5,3,3,2,2,3,3,5,LessEmployable
Student 1825,2,4,3,3,2,4,3,5,Employable
Student 1826,2,4,3,3,2,3,3,5,Employable
Student 1827,1,4,4,3,4,3,3,3,Employable
Student 1828,2,3,3,4,1,3,3,5,Employable
Student 1829,1,4,4,4,2,4,4,5,Employable
Student 1830,4,4,3,4,4,4,4,5,Employable
Student 1831,1,5,5,5,1,5,4,5,LessEmployable
Student 1832,2,4,4,4,4,4,4,5,Employable
Student 1833,1,3,3,2,2,3,2,5,LessEmployable
Student 1834,1,3,3,3,3,2,2,4,LessEmployable
Student 1835,3,4,3,4,4,4,3,5,LessEmployable
Student 1836,3,3,3,3,5,3,3,4,LessEmployable
Student 1837,4,3,3,3,2,3,3,4,LessEmployable
Student 1838,3,4,4,4,4,4,4,5,LessEmployable
Student 1839,4,4,4,5,2,4,4,5,LessEmployable
Student 1840,4,3,3,4,2,4,3,5,LessEmployable
Student 1841,1,4,5,4,2,4,4,5,Employable
Student 1842,1,4,4,4,5,4,4,3,Employable
Student 1843,3,4,5,5,2,5,4,5,Employable
Student 1844,5,3,3,3,2,3,3,3,LessEmployable
Student 1845,4,5,5,5,1,4,4,4,Employable
Student 1846,2,5,4,4,2,5,4,3,Employable
Student 1847,4,4,4,4,3,3,3,3,LessEmployable
Student 1848,5,5,5,5,2,4,4,3,Employable
Student 1849,3,4,4,4,1,5,4,5,Employable
Student 1850,1,5,5,5,2,5,4,5,Employable
Student 1851,4,3,4,4,5,4,3,5,LessEmployable
Student 1852,2,3,4,4,2,3,3,3,LessEmployable
Student 1853,3,5,4,5,2,4,4,5,LessEmployable
Student 1854,4,4,4,5,3,4,3,5,LessEmployable
Student 1855,2,4,5,5,5,5,5,5,Employable
Student 1856,1,3,3,4,5,3,3,3,Employable
Student 1857,2,5,5,5,1,5,4,5,Employable
Student 1858,4,5,4,5,3,5,5,5,Employable
Student 1859,3,4,3,3,4,4,4,3,LessEmployable
Student 1860,3,5,5,5,3,4,4,5,Employable
Student 1861,4,5,5,5,2,4,4,5,Employable
Student 1862,3,4,5,5,2,4,4,3,Employable
Student 1863,3,4,5,5,3,4,4,5,Employable
Student 1864,4,3,4,3,1,3,3,5,LessEmployable
Student 1865,3,4,5,5,2,4,4,5,LessEmployable
Student 1866,4,3,4,4,4,4,3,5,LessEmployable
Student 1867,4,3,3,3,3,3,3,3,LessEmployable
Student 1868,4,4,5,5,4,4,4,5,Employable
Student 1869,3,5,5,5,3,4,4,3,Employable
Student 1870,4,4,5,5,5,4,4,5,Employable
Student 1871,3,5,5,5,2,5,4,5,Employable
Student 1872,3,4,5,5,3,4,4,5,Employable
Student 1873,2,5,5,5,4,5,4,5,Employable
Student 1874,4,4,5,5,1,4,4,3,Employable
Student 1875,2,3,4,4,2,4,3,5,LessEmployable
Student 1876,4,4,4,4,3,4,4,5,LessEmployable
Student 1877,5,4,5,5,2,4,4,4,Employable
Student 1878,4,5,4,4,1,5,4,5,Employable
Student 1879,2,3,3,3,3,3,3,5,Employable
Student 1880,3,4,4,4,3,4,4,5,LessEmployable
Student 1881,2,3,3,4,4,3,3,5,Employable
Student 1882,3,4,4,3,4,3,3,5,Employable
Student 1883,3,4,4,3,3,3,3,4,LessEmployable
Student 1884,1,4,4,4,5,4,4,4,Employable
Student 1885,2,3,3,4,3,3,3,5,Employable
Student 1886,5,5,3,5,3,5,5,5,Employable
Student 1887,3,4,4,4,3,4,4,5,Employable
Student 1888,2,5,5,5,4,5,5,5,Employable
Student 1889,3,4,4,4,1,4,4,4,Employable
Student 1890,2,3,3,3,3,3,3,5,Employable
Student 1891,5,4,3,4,4,4,3,5,Employable
Student 1892,5,4,4,4,2,4,4,5,LessEmployable
Student 1893,4,3,3,3,2,3,4,5,LessEmployable
Student 1894,1,4,4,4,3,4,3,4,Employable
Student 1895,2,4,4,4,4,4,3,5,Employable
Student 1896,3,4,4,4,3,4,4,5,Employable
Student 1897,2,4,4,3,5,4,4,5,Employable
Student 1898,4,4,4,3,2,4,3,5,LessEmployable
Student 1899,1,3,2,3,2,2,3,5,Employable
Student 1900,4,3,4,3,5,3,3,4,Employable
Student 1901,2,4,3,4,4,4,3,5,LessEmployable
Student 1902,4,4,4,4,1,3,3,5,Employable
Student 1903,5,3,3,4,4,3,3,4,LessEmployable
Student 1904,4,3,3,3,3,3,2,5,Employable
Student 1905,2,4,4,4,3,4,4,5,Employable
Student 1906,1,5,4,5,3,4,4,5,Employable
Student 1907,2,4,4,3,4,4,3,5,LessEmployable
Student 1908,4,4,4,4,4,4,4,5,Employable
Student 1909,4,5,5,5,3,5,4,5,Employable
Student 1910,3,3,3,3,4,2,2,4,Employable
Student 1911,1,4,4,4,3,4,3,5,LessEmployable
Student 1912,4,4,4,4,4,4,4,5,LessEmployable
Student 1913,1,3,3,3,3,3,2,5,Employable
Student 1914,2,4,4,4,3,4,4,4,Employable
Student 1915,3,3,3,3,4,3,3,5,LessEmployable
Student 1916,1,3,4,3,1,3,3,5,Employable
Student 1917,5,3,4,3,2,3,2,5,Employable
Student 1918,5,2,3,3,1,3,3,5,LessEmployable
Student 1919,2,4,3,4,1,4,3,4,LessEmployable
Student 1920,5,4,4,3,3,4,3,5,Employable
Student 1921,3,4,5,4,3,4,4,5,LessEmployable
Student 1922,4,4,4,4,5,3,3,5,LessEmployable
Student 1923,2,4,4,4,3,4,3,5,LessEmployable
Student 1924,1,4,4,4,3,4,4,5,LessEmployable
Student 1925,3,5,4,4,4,4,4,5,LessEmployable
Student 1926,5,5,4,5,4,5,5,5,Employable
Student 1927,5,4,4,4,3,4,4,5,Employable
Student 1928,2,4,4,4,1,4,3,4,LessEmployable
Student 1929,1,4,4,4,2,4,3,3,LessEmployable
Student 1930,1,5,4,4,4,4,5,3,LessEmployable
Student 1931,3,4,4,4,3,4,3,5,Employable
Student 1932,1,4,4,4,3,4,3,5,Employable
Student 1933,2,5,4,4,2,4,4,5,Employable
Student 1934,1,3,4,4,5,3,3,4,Employable
Student 1935,4,4,3,3,3,4,4,5,LessEmployable
Student 1936,3,5,5,5,1,5,5,5,Employable
Student 1937,4,4,5,5,5,5,4,5,Employable
Student 1938,2,4,5,5,2,5,4,5,Employable
Student 1939,4,3,5,4,3,3,3,5,Employable
Student 1940,2,4,5,5,3,4,4,4,Employable
Student 1941,4,3,5,4,3,4,3,4,LessEmployable
Student 1942,3,5,5,5,5,4,3,4,Employable
Student 1943,3,5,5,5,3,5,3,5,Employable
Student 1944,3,4,4,4,3,4,4,5,LessEmployable
Student 1945,2,3,4,4,1,3,3,5,LessEmployable
Student 1946,4,4,4,4,3,4,3,5,LessEmployable
Student 1947,2,4,5,4,2,4,3,5,LessEmployable
Student 1948,1,3,5,4,3,5,3,5,Employable
Student 1949,2,3,3,3,5,3,2,5,Employable
Student 1950,1,3,4,3,2,3,4,4,Employable
Student 1951,4,3,4,4,4,3,3,3,Employable
Student 1952,4,3,3,2,1,2,3,4,Employable
Student 1953,2,5,5,5,5,5,4,5,LessEmployable
Student 1954,5,3,4,3,2,3,4,5,LessEmployable
Student 1955,1,3,4,4,1,3,3,4,LessEmployable
Student 1956,4,3,4,4,5,3,3,5,Employable
Student 1957,2,4,4,4,4,3,3,5,Employable
Student 1958,3,4,5,5,3,5,5,5,LessEmployable
Student 1959,3,5,5,5,3,4,5,5,Employable
Student 1960,3,5,5,5,3,4,5,5,Employable
Student 1961,3,4,3,4,1,4,4,5,LessEmployable
Student 1962,4,3,4,4,3,3,3,4,LessEmployable
Student 1963,4,3,4,4,1,4,4,5,LessEmployable
Student 1964,1,3,4,4,4,4,4,5,LessEmployable
Student 1966,4,3,4,3,1,3,3,3,Employable
Student 1967,3,3,4,3,4,3,3,3,Employable
Student 1968,1,4,4,4,4,4,3,5,Employable
Student 1970,2,4,4,3,3,4,4,4,LessEmployable
Student 1971,3,3,4,4,4,4,3,5,LessEmployable
Student 1972,2,5,5,4,1,4,5,5,LessEmployable
Student 1973,2,2,4,4,4,3,3,5,LessEmployable
Student 1974,3,5,5,5,3,5,5,5,LessEmployable
Student 1975,4,3,3,4,3,3,3,3,Employable
Student 1976,2,4,3,3,1,3,2,3,LessEmployable
Student 1977,2,5,5,5,5,4,5,5,Employable
Student 1978,2,5,5,5,3,5,5,3,LessEmployable
Student 1979,1,5,5,3,3,5,3,5,LessEmployable
Student 1980,2,5,3,5,5,5,3,5,Employable
Student 1981,2,5,5,3,2,5,3,5,Employable
Student 1982,3,3,3,3,3,3,3,5,Employable
Student 1983,2,3,4,4,4,3,3,5,Employable
Student 1984,4,3,4,2,2,2,2,5,LessEmployable
Student 1985,2,2,3,3,4,3,3,5,LessEmployable
Student 1986,4,5,4,5,4,5,4,5,LessEmployable
Student 1987,4,4,3,4,3,4,3,5,Employable
Student 1988,2,3,3,3,3,3,3,5,Employable
Student 1989,5,4,4,4,4,4,4,5,Employable
Student 1990,1,4,4,4,4,4,4,4,Employable
Student 1991,2,4,4,4,4,3,3,5,LessEmployable
Student 1992,4,4,5,5,4,5,4,5,LessEmployable
Student 1994,4,3,3,3,4,3,3,5,Employable
Student 1995,4,5,4,4,4,4,4,5,LessEmployable
Student 1996,4,4,4,4,3,4,4,5,Employable
Student 1997,2,5,4,5,2,4,5,4,Employable
Student 1998,3,4,4,4,3,5,5,3,Employable
Student 1999,2,3,4,4,4,3,3,5,LessEmployable
Student 2000,5,5,5,5,3,4,4,5,Employable
Student 2001,1,4,4,3,1,4,3,5,Employable
Student 2002,4,4,4,3,1,4,3,5,Employable
Student 2003,3,5,4,5,3,5,5,5,Employable
Student 2004,4,4,4,4,2,4,3,5,Employable
Student 2005,3,3,3,3,4,3,2,5,LessEmployable
Student 2006,2,3,3,2,4,3,3,5,LessEmployable
Student 2007,4,4,3,3,1,4,3,5,Employable
Student 2008,2,4,3,3,2,3,3,5,Employable
Student 2009,4,4,4,3,5,3,3,3,Employable
Student 2010,5,3,3,4,2,3,3,5,Employable
Student 2011,3,4,4,4,3,4,4,5,Employable
Student 2012,5,4,3,4,4,4,4,5,Employable
Student 2013,5,5,5,5,3,5,4,5,LessEmployable
Student 2014,1,4,4,4,3,4,4,5,Employable
Student 2015,2,3,3,2,5,3,2,5,LessEmployable
Student 2016,4,3,3,3,2,2,2,4,LessEmployable
Student 2017,1,4,3,4,1,4,3,5,LessEmployable
Student 2018,5,3,3,3,3,3,3,4,LessEmployable
Student 2019,4,3,3,3,4,3,3,4,LessEmployable
Student 2020,3,4,4,4,3,4,4,5,LessEmployable
Student 2021,3,4,4,5,4,4,4,5,LessEmployable
Student 2022,1,3,3,4,4,4,3,5,LessEmployable
Student 2023,3,4,5,4,3,4,4,5,Employable
Student 2024,4,4,4,4,3,4,4,3,Employable
Student 2025,2,4,5,5,4,5,4,5,Employable
Student 2026,4,3,3,3,3,3,3,3,LessEmployable
Student 2027,2,5,5,5,2,4,4,4,Employable
Student 2028,3,5,4,4,5,5,4,3,Employable
Student 2029,2,4,4,4,2,3,3,3,LessEmployable
Student 2030,2,5,5,5,3,4,4,3,Employable
Student 2031,4,4,4,4,4,5,4,5,Employable
Student 2032,3,5,5,5,2,5,4,5,Employable
Student 2033,2,3,4,4,4,4,3,5,LessEmployable
Student 2034,2,3,4,4,3,3,3,3,LessEmployable
Student 2035,3,5,4,5,4,4,4,5,LessEmployable
Student 2036,4,4,4,5,5,4,3,5,LessEmployable
Student 2037,5,4,5,5,3,5,5,5,Employable
Student 2038,2,3,3,4,3,3,3,3,Employable
Student 2039,5,5,5,5,4,5,4,5,Employable
Student 2040,5,5,4,5,2,5,5,5,Employable
Student 2041,1,4,3,3,3,4,4,3,LessEmployable
Student 2042,5,5,5,5,5,4,4,5,Employable
Student 2043,4,5,5,5,4,4,4,5,Employable
Student 2044,5,4,5,5,1,4,4,3,Employable
Student 2045,1,4,5,5,4,4,4,5,Employable
Student 2046,4,3,4,3,2,3,3,5,LessEmployable
Student 2047,3,4,5,5,2,4,4,5,LessEmployable
Student 2048,4,3,4,4,2,4,3,5,LessEmployable
Student 2049,2,3,3,3,3,3,3,3,LessEmployable
Student 2050,5,4,5,5,1,4,4,5,Employable
Student 2051,4,5,5,5,3,4,4,3,Employable
Student 2052,3,4,5,5,4,4,4,5,Employable
Student 2053,3,5,5,5,3,5,4,5,Employable
Student 2054,5,4,5,5,3,4,4,5,Employable
Student 2055,5,5,5,5,3,5,4,5,Employable
Student 2056,2,4,5,5,5,4,4,3,Employable
Student 2057,1,3,4,4,4,4,3,5,LessEmployable
Student 2058,2,4,4,4,4,4,4,5,LessEmployable
Student 2059,2,4,5,5,4,4,4,4,Employable
Student 2060,3,5,4,4,5,5,4,5,Employable
Student 2061,2,3,3,3,2,3,3,5,Employable
Student 2062,2,4,4,4,4,4,4,5,LessEmployable
Student 2063,5,3,3,4,4,3,3,5,Employable
Student 2064,3,4,4,3,4,3,3,5,Employable
Student 2065,5,4,4,3,3,3,3,4,LessEmployable
Student 2066,1,4,4,4,5,4,4,4,Employable
Student 2067,5,3,3,4,4,3,3,5,Employable
Student 2068,1,5,3,5,5,5,5,5,Employable
Student 2069,3,4,4,4,2,4,4,5,Employable
Student 2070,3,5,5,5,4,5,5,5,Employable
Student 2071,3,4,4,4,4,4,4,4,Employable
Student 2072,3,3,3,3,4,3,3,5,Employable
Student 2073,4,4,3,4,2,4,3,5,Employable
Student 2074,2,4,4,4,2,4,4,5,LessEmployable
Student 2075,3,3,3,3,1,3,4,5,LessEmployable
